compound_id,uniprot,affinity,in_sair
P10275_CHEMBL5416300,P10275,6.1,False
P10275_CHEMBL5433104,P10275,6.03,False
P10275_CHEMBL5395092,P10275,5.66,False
P10275_CHEMBL5393933,P10275,5.77,False
P14416_CHEMBL5399833,P14416,7.205,False
P14416_CHEMBL5435325,P14416,7.789999999999999,False
P14416_CHEMBL5415842,P14416,5.91,False
P14416_CHEMBL5415691,P14416,6.91,False
P14416_CHEMBL5407845,P14416,4.87,False
P14416_CHEMBL5410716,P14416,5.83,False
P14416_CHEMBL5399568,P14416,5.84,False
P14416_CHEMBL5425375,P14416,6.23,False
P14416_CHEMBL5399166,P14416,5.56,False
P14416_CHEMBL5397609,P14416,6.01,False
P14416_CHEMBL5411545,P14416,6.42,False
P14416_CHEMBL5410387,P14416,5.57,False
P14416_CHEMBL5438487,P14416,6.09,False
P14416_CHEMBL5396616,P14416,6.21,False
P14416_CHEMBL5433001,P14416,5.68,False
P14416_CHEMBL5430494,P14416,7.86,False
P14416_CHEMBL5440936,P14416,6.31,False
P14416_CHEMBL5406355,P14416,6.355,False
P14416_CHEMBL5414152,P14416,6.125,False
P14416_CHEMBL5418890,P14416,5.68,False
P14416_CHEMBL5424038,P14416,8.18,False
P14416_CHEMBL5421574,P14416,6.45,False
P14416_CHEMBL5441140,P14416,9.89,False
P14416_CHEMBL5418748,P14416,8.184999999999999,False
P14416_CHEMBL5414422,P14416,6.025,False
P14416_CHEMBL5417227,P14416,7.24,False
P14416_CHEMBL5401818,P14416,7.52,False
P14416_CHEMBL5426286,P14416,7.29,False
P14416_CHEMBL5412359,P14416,8.17,False
P14416_CHEMBL5435054,P14416,7.83,False
P14416_CHEMBL5438433,P14416,7.96,False
P14416_CHEMBL5412886,P14416,8.01,False
P14416_CHEMBL5427065,P14416,6.94,False
P14416_CHEMBL5424897,P14416,7.82,False
P14416_CHEMBL5409134,P14416,8.14,False
P14416_CHEMBL5437660,P14416,8.24,False
P14416_CHEMBL5424241,P14416,7.17,False
P14416_CHEMBL5409755,P14416,8.28,False
P14416_CHEMBL5421925,P14416,8.24,False
P14416_CHEMBL5408223,P14416,8.22,False
P14416_CHEMBL5415846,P14416,9.12,False
P14416_CHEMBL5404807,P14416,9.06,False
P14416_CHEMBL5425134,P14416,9.32,False
P14416_CHEMBL5440422,P14416,8.74,False
P14416_CHEMBL5404054,P14416,7.37,False
P14416_CHEMBL5410159,P14416,5.13,False
P14416_CHEMBL5409322,P14416,6.33,False
P14416_CHEMBL5412606,P14416,5.7,False
P14416_CHEMBL5421714,P14416,6.57,False
P14416_CHEMBL5395539,P14416,6.49,False
P14416_CHEMBL5398913,P14416,6.07,False
P14416_CHEMBL5436551,P14416,5.1,False
P14416_CHEMBL5436957,P14416,8.14,False
P14416_CHEMBL5400528,P14416,7.93,False
P14416_CHEMBL5420316,P14416,7.05,False
P14416_CHEMBL5426620,P14416,7.42,False
P14416_CHEMBL5402212,P14416,7.57,False
P14416_CHEMBL5396600,P14416,7.08,False
P14416_CHEMBL5433284,P14416,8.92,False
P14416_CHEMBL5438081,P14416,7.96,False
P14416_CHEMBL5435745,P14416,7.66,False
P14416_CHEMBL5399129,P14416,6.76,False
P14416_CHEMBL5421827,P14416,6.9,False
P14416_CHEMBL5434229,P14416,7.57,False
P14416_CHEMBL5431103,P14416,8.65,False
P14416_CHEMBL5403268,P14416,7.96,False
P14416_CHEMBL5422870,P14416,7.01,False
P14416_CHEMBL5428803,P14416,5.3,False
P14416_CHEMBL5403204,P14416,7.0,False
P14416_CHEMBL5439853,P14416,7.115,False
P14416_CHEMBL5407341,P14416,7.165,False
P14416_CHEMBL5417643,P14416,5.06,False
P14416_CHEMBL5399720,P14416,5.755,False
P14416_CHEMBL5416644,P14416,6.859999999999999,False
P14416_CHEMBL5411404,P14416,6.94,False
P14416_CHEMBL5409227,P14416,6.97,False
P14416_CHEMBL5427695,P14416,8.39,False
P14416_CHEMBL5414097,P14416,7.21,False
P14416_CHEMBL5415178,P14416,5.859999999999999,False
P14416_CHEMBL5409419,P14416,7.88,False
P14416_CHEMBL5426242,P14416,7.62,False
P14416_CHEMBL5395417,P14416,6.16,False
P14416_CHEMBL5393856,P14416,6.52,False
P14416_CHEMBL5402456,P14416,5.87,False
P14416_CHEMBL5410217,P14416,6.43,False
P14416_CHEMBL5433201,P14416,7.0,False
P14416_CHEMBL5427288,P14416,7.575,False
P14416_CHEMBL5425434,P14416,8.29,False
P14416_CHEMBL5417857,P14416,8.645,False
P14416_CHEMBL5396612,P14416,6.415,False
P14416_CHEMBL5405133,P14416,6.74,False
P14416_CHEMBL5415412,P14416,8.06,False
P14416_CHEMBL5421272,P14416,6.765,False
P14416_CHEMBL5433509,P14416,7.24,False
P14416_CHEMBL5438205,P14416,7.27,False
P14416_CHEMBL5412718,P14416,7.734999999999999,False
P14416_CHEMBL5405333,P14416,6.44,False
P14416_CHEMBL5396317,P14416,6.585,False
P14416_CHEMBL5427937,P14416,7.085,False
P14416_CHEMBL5395187,P14416,6.9,False
P14416_CHEMBL5405086,P14416,7.12,False
P14416_CHEMBL5425252,P14416,6.82,False
P14416_CHEMBL5415335,P14416,6.68,False
P14416_CHEMBL5394431,P14416,7.18,False
P14416_CHEMBL5431474,P14416,7.545,False
P14416_CHEMBL5416728,P14416,7.015000000000001,False
P14416_CHEMBL5410179,P14416,6.9350000000000005,False
P14416_CHEMBL5436809,P14416,6.865,False
P14416_CHEMBL5400232,P14416,6.84,False
P14416_CHEMBL5403504,P14416,6.38,False
P14416_CHEMBL5404031,P14416,8.0,False
P14416_CHEMBL5418730,P14416,5.39,False
P14416_CHEMBL5407747,P14416,6.02,False
P14416_CHEMBL5425944,P14416,7.23,False
P14416_CHEMBL5413807,P14416,5.26,False
P14416_CHEMBL5429207,P14416,5.13,False
P14416_CHEMBL5423250,P14416,5.88,False
P14416_CHEMBL5400356,P14416,5.77,False
P14416_CHEMBL5417351,P14416,8.83,False
P14416_CHEMBL5435580,P14416,6.96,False
P14416_CHEMBL5411002,P14416,7.12,False
P14416_CHEMBL5424052,P14416,8.07,False
P14416_CHEMBL5422196,P14416,7.93,False
P14416_CHEMBL5429491,P14416,7.58,False
P14416_CHEMBL5395668,P14416,6.62,False
P14416_CHEMBL5420627,P14416,6.25,False
P14416_CHEMBL5439203,P14416,6.58,False
P14416_CHEMBL5436641,P14416,6.79,False
P14416_CHEMBL5395965,P14416,8.19,False
P14416_CHEMBL5398100,P14416,8.73,False
P14416_CHEMBL5429048,P14416,8.43,False
P14416_CHEMBL5429826,P14416,7.54,False
P14416_CHEMBL5414943,P14416,7.27,False
P14416_CHEMBL5438499,P14416,7.59,False
P17931_CHEMBL5437841,P17931,4.77,False
P17931_CHEMBL5402838,P17931,4.44,False
P17931_CHEMBL5400634,P17931,4.775,False
P17931_CHEMBL5431444,P17931,4.41,False
P17931_CHEMBL5406384,P17931,4.1,False
P17931_CHEMBL5401732,P17931,4.51,False
P17931_CHEMBL5429754,P17931,4.13,False
P17931_CHEMBL5415297,P17931,4.865,False
P17931_CHEMBL5430941,P17931,5.074999999999999,False
P17931_CHEMBL5421500,P17931,4.62,False
P17931_CHEMBL5439240,P17931,4.84,False
P17931_CHEMBL5427260,P17931,4.57,False
P17931_CHEMBL5430273,P17931,4.7,False
P17931_CHEMBL5441028,P17931,4.52,False
P17931_CHEMBL5417087,P17931,4.6,False
P17931_CHEMBL5394601,P17931,4.64,False
P17931_CHEMBL5419357,P17931,4.56,False
P17931_CHEMBL5412010,P17931,4.66,False
P17931_CHEMBL5396404,P17931,4.48,False
P17931_CHEMBL5406006,P17931,4.09,False
P17931_CHEMBL5436075,P17931,4.8,False
P17931_CHEMBL5422699,P17931,4.49,False
P17931_CHEMBL5406342,P17931,4.81,False
P17931_CHEMBL5433343,P17931,4.52,False
P17931_CHEMBL5415648,P17931,4.7,False
P17931_CHEMBL5436399,P17931,4.98,False
P17931_CHEMBL5440690,P17931,4.43,False
P17931_CHEMBL5436088,P17931,4.6,False
P17931_CHEMBL5437593,P17931,4.11,False
P17931_CHEMBL5434120,P17931,4.97,False
P17931_CHEMBL5436190,P17931,4.45,False
P17931_CHEMBL5440430,P17931,4.565,False
P17931_CHEMBL5411478,P17931,5.52,False
P17931_CHEMBL5432913,P17931,5.68,False
P17931_CHEMBL5395001,P17931,4.96,False
P17931_CHEMBL5397280,P17931,5.47,False
P17931_CHEMBL5399144,P17931,5.89,False
P17931_CHEMBL5395141,P17931,4.145,False
P21728_CHEMBL5398357,P21728,6.96,False
P21728_CHEMBL5420515,P21728,6.09,False
P21728_CHEMBL5436253,P21728,7.72,False
P21728_CHEMBL5399393,P21728,6.83,False
P21728_CHEMBL5412881,P21728,6.97,False
P21728_CHEMBL5423775,P21728,6.35,False
P21728_CHEMBL5439661,P21728,6.18,False
P21728_CHEMBL5394838,P21728,7.07,False
P21728_CHEMBL5410716,P21728,7.38,False
P21728_CHEMBL5439212,P21728,7.96,False
P21728_CHEMBL5399422,P21728,7.06,False
P21728_CHEMBL5437148,P21728,6.33,False
P21728_CHEMBL5399933,P21728,5.99,False
P21728_CHEMBL5423880,P21728,7.1,False
P21728_CHEMBL5409939,P21728,6.17,False
P21728_CHEMBL5399568,P21728,7.51,False
P21728_CHEMBL5416700,P21728,7.51,False
P21728_CHEMBL5425375,P21728,7.17,False
P21728_CHEMBL5399166,P21728,7.28,False
P21728_CHEMBL5402269,P21728,7.7,False
P21728_CHEMBL5420387,P21728,7.04,False
P21728_CHEMBL5410387,P21728,7.82,False
P21728_CHEMBL5395272,P21728,7.36,False
P21728_CHEMBL5438487,P21728,7.24,False
P21728_CHEMBL5396616,P21728,6.81,False
P21728_CHEMBL5433001,P21728,7.77,False
P21728_CHEMBL5437660,P21728,5.1,False
P21728_CHEMBL5408223,P21728,5.17,False
P21728_CHEMBL5404054,P21728,5.27,False
P21728_CHEMBL5431103,P21728,5.34,False
P21728_CHEMBL5422870,P21728,7.66,False
P21728_CHEMBL5428803,P21728,7.47,False
P21728_CHEMBL5403204,P21728,6.55,False
P21728_CHEMBL5409419,P21728,7.445,False
P21728_CHEMBL5426242,P21728,6.72,False
P21728_CHEMBL5425252,P21728,6.32,False
P21728_CHEMBL5400232,P21728,6.14,False
P22303_CHEMBL5394478,P22303,6.91,False
P22303_CHEMBL5400593,P22303,5.97,False
P22303_CHEMBL5428978,P22303,5.27,False
P22303_CHEMBL5410208,P22303,5.84,False
P22303_CHEMBL5431791,P22303,6.47,False
P22303_CHEMBL5399188,P22303,6.33,False
P22303_CHEMBL5421921,P22303,5.12,False
P22303_CHEMBL5406712,P22303,5.27,False
P22303_CHEMBL5430507,P22303,4.32,False
P22303_CHEMBL5394683,P22303,6.47,False
P22303_CHEMBL5407856,P22303,5.33,False
P22303_CHEMBL5440735,P22303,5.55,False
P22303_CHEMBL5407180,P22303,4.85,False
P22303_CHEMBL5417332,P22303,5.215,False
P22303_CHEMBL5395691,P22303,5.17,False
P22303_CHEMBL5405929,P22303,5.25,False
P22303_CHEMBL5424787,P22303,5.08,False
P22303_CHEMBL5395270,P22303,5.02,False
P22303_CHEMBL5416421,P22303,5.48,False
P22303_CHEMBL5425753,P22303,5.375,False
P22303_CHEMBL5411758,P22303,5.42,False
P22303_CHEMBL5419644,P22303,6.04,False
P22303_CHEMBL5414144,P22303,4.96,False
P22303_CHEMBL5407164,P22303,4.7,False
P22303_CHEMBL5434888,P22303,4.47,False
P22303_CHEMBL5406359,P22303,7.77,False
P22303_CHEMBL5407691,P22303,5.52,False
P22303_CHEMBL5420040,P22303,5.22,False
P22303_CHEMBL5433354,P22303,5.94,False
P22303_CHEMBL5421943,P22303,5.75,False
P22303_CHEMBL5402496,P22303,5.59,False
P22303_CHEMBL5426913,P22303,5.36,False
P22303_CHEMBL5407606,P22303,5.53,False
P22303_CHEMBL5412970,P22303,5.25,False
P22303_CHEMBL5424767,P22303,5.31,False
P22303_CHEMBL5433166,P22303,5.27,False
P22303_CHEMBL5429003,P22303,5.58,False
P22303_CHEMBL5424712,P22303,5.47,False
P22303_CHEMBL5419243,P22303,9.7,False
P22303_CHEMBL5417346,P22303,10.0,False
P22303_CHEMBL5426103,P22303,9.3,False
P22303_CHEMBL5440753,P22303,9.4,False
P22303_CHEMBL5417632,P22303,9.0,False
P22303_CHEMBL5434553,P22303,9.22,False
P22303_CHEMBL5418455,P22303,8.7,False
P22303_CHEMBL5396497,P22303,8.15,False
P22303_CHEMBL5433692,P22303,9.85,False
P22303_CHEMBL5427383,P22303,4.09,False
P22303_CHEMBL5416845,P22303,4.01,False
P22303_CHEMBL5401085,P22303,5.380000000000001,False
P22303_CHEMBL5424185,P22303,5.119999999999999,False
P22303_CHEMBL5429608,P22303,5.0,False
P22303_CHEMBL5396394,P22303,6.28,False
P22303_CHEMBL5435599,P22303,5.25,False
P22303_CHEMBL5426763,P22303,6.28,False
P22303_CHEMBL5407369,P22303,5.45,False
P22303_CHEMBL5405546,P22303,5.17,False
P22303_CHEMBL5413217,P22303,4.31,False
P22303_CHEMBL5414511,P22303,6.42,False
P22303_CHEMBL5396214,P22303,5.22,False
P22303_CHEMBL5436875,P22303,6.68,False
P22303_CHEMBL5435812,P22303,5.7,False
P22303_CHEMBL5397159,P22303,5.86,False
P22303_CHEMBL5412278,P22303,5.48,False
P22303_CHEMBL5412829,P22303,5.96,False
P22303_CHEMBL5425561,P22303,5.14,False
P22303_CHEMBL5407081,P22303,4.04,False
P22303_CHEMBL5416407,P22303,4.37,False
P22303_CHEMBL5404812,P22303,4.48,False
P22303_CHEMBL5419364,P22303,5.45,False
P22303_CHEMBL5436261,P22303,5.62,False
P22303_CHEMBL5405496,P22303,5.76,False
P22303_CHEMBL5415210,P22303,5.32,False
P22303_CHEMBL5424891,P22303,4.77,False
P22303_CHEMBL5429752,P22303,4.775,False
P22303_CHEMBL5428266,P22303,5.275,False
P22303_CHEMBL5411628,P22303,5.795,False
P22303_CHEMBL5424094,P22303,5.15,False
P22303_CHEMBL5423918,P22303,8.25,False
P22303_CHEMBL5400395,P22303,7.23,False
P22303_CHEMBL5408925,P22303,7.96,False
P22303_CHEMBL5417392,P22303,6.92,False
P22303_CHEMBL5433956,P22303,6.18,False
P22303_CHEMBL5430903,P22303,5.62,False
P22303_CHEMBL5426478,P22303,6.28,False
P22303_CHEMBL5438801,P22303,5.05,False
P22303_CHEMBL5431870,P22303,5.37,False
P22303_CHEMBL5433193,P22303,6.89,False
P22303_CHEMBL5414221,P22303,4.77,False
P22303_CHEMBL5433082,P22303,4.38,False
P22303_CHEMBL5397824,P22303,4.81,False
P22303_CHEMBL5412564,P22303,8.1,False
P22303_CHEMBL5409365,P22303,7.19,False
P22303_CHEMBL5396781,P22303,6.66,False
P22303_CHEMBL5437711,P22303,5.84,False
P22303_CHEMBL5411077,P22303,4.73,False
P22303_CHEMBL5401627,P22303,5.265000000000001,False
P22303_CHEMBL5426401,P22303,4.89,False
P22303_CHEMBL5408201,P22303,7.75,False
P22303_CHEMBL5401178,P22303,5.71,False
P22303_CHEMBL5432462,P22303,6.8,False
P22303_CHEMBL5415532,P22303,4.43,False
P22303_CHEMBL5413533,P22303,5.234999999999999,False
P22303_CHEMBL5427748,P22303,5.795,False
P22303_CHEMBL5428301,P22303,5.4350000000000005,False
P22303_CHEMBL5429288,P22303,5.645,False
P22303_CHEMBL5409352,P22303,6.15,False
P22303_CHEMBL5433139,P22303,7.6,False
P22303_CHEMBL5435163,P22303,6.5,False
P23458_CHEMBL5408535,P23458,4.99,True
P23458_CHEMBL5396134,P23458,4.555,False
P23458_CHEMBL5440598,P23458,5.39,False
P23458_CHEMBL5438309,P23458,7.51,False
P23458_CHEMBL5396692,P23458,5.2,False
P23458_CHEMBL5433067,P23458,4.83,False
P23458_CHEMBL5406170,P23458,5.41,True
P23458_CHEMBL5397997,P23458,4.83,True
P23458_CHEMBL5424439,P23458,7.54,False
P23458_CHEMBL5419924,P23458,5.17,True
P23458_CHEMBL5426253,P23458,4.84,True
P23458_CHEMBL5426809,P23458,5.8,False
P23458_CHEMBL5407349,P23458,6.03,True
P23458_CHEMBL5431607,P23458,6.3,True
P23458_CHEMBL5437567,P23458,6.23,True
P23458_CHEMBL5413174,P23458,5.02,False
P23458_CHEMBL5398468,P23458,5.23,True
P23458_CHEMBL5419274,P23458,7.98,False
P23458_CHEMBL5440065,P23458,5.41,True
P23458_CHEMBL5426703,P23458,7.79,False
P23458_CHEMBL5429376,P23458,7.95,False
P23458_CHEMBL5431099,P23458,7.57,False
P23458_CHEMBL5429154,P23458,5.65,True
P23458_CHEMBL5436045,P23458,4.95,True
P23458_CHEMBL5417474,P23458,7.57,False
P23458_CHEMBL5395839,P23458,7.16,False
P23458_CHEMBL5403897,P23458,7.7,False
P23458_CHEMBL5420083,P23458,7.72,False
P23458_CHEMBL5420971,P23458,6.92,False
P23458_CHEMBL5399325,P23458,5.78,False
P23458_CHEMBL5424098,P23458,6.85,False
P23458_CHEMBL5405262,P23458,7.78,True
P23458_CHEMBL5439485,P23458,5.42,True
P23458_CHEMBL5423387,P23458,8.19,True
P23458_CHEMBL5430795,P23458,8.28,True
P23458_CHEMBL5405043,P23458,8.175,True
P23458_CHEMBL5410919,P23458,8.73,True
P23458_CHEMBL5435417,P23458,8.54,True
P23458_CHEMBL5439582,P23458,8.48,True
P23458_CHEMBL5427932,P23458,8.59,True
P23458_CHEMBL5405140,P23458,8.57,True
P23458_CHEMBL5404261,P23458,8.25,True
P23458_CHEMBL5441087,P23458,8.61,True
P23458_CHEMBL5440017,P23458,8.53,True
P23458_CHEMBL5434116,P23458,8.3,True
P23458_CHEMBL5396523,P23458,7.78,True
P23458_CHEMBL5423894,P23458,7.99,True
P23458_CHEMBL5424497,P23458,9.28,False
P23458_CHEMBL5409953,P23458,8.05,False
P23458_CHEMBL5422886,P23458,8.22,False
P23458_CHEMBL5412967,P23458,9.0,False
P23458_CHEMBL5417371,P23458,5.26,False
P23458_CHEMBL5440832,P23458,5.8,False
P23458_CHEMBL5417190,P23458,5.69,False
P23458_CHEMBL5404411,P23458,5.25,False
P23458_CHEMBL5436647,P23458,5.38,False
P23458_CHEMBL5431456,P23458,5.81,False
P23458_CHEMBL5396190,P23458,5.45,False
P23458_CHEMBL5438882,P23458,5.07,False
P23458_CHEMBL5424372,P23458,5.59,False
P23458_CHEMBL5436482,P23458,5.45,False
P23458_CHEMBL5407329,P23458,8.3,False
P23458_CHEMBL5407260,P23458,8.52,False
P23458_CHEMBL5396554,P23458,8.3,False
P23458_CHEMBL5415586,P23458,7.85,False
P23458_CHEMBL5409666,P23458,8.05,False
P23458_CHEMBL5433426,P23458,7.54,False
P23458_CHEMBL5395378,P23458,6.05,False
P23458_CHEMBL5420468,P23458,7.7,True
P23458_CHEMBL5408994,P23458,7.06,False
P23458_CHEMBL5419978,P23458,6.75,False
P23458_CHEMBL5435482,P23458,7.89,False
P23458_CHEMBL5398464,P23458,8.06,False
P23458_CHEMBL5440510,P23458,7.3,False
P23458_CHEMBL5438892,P23458,7.92,True
P23458_CHEMBL5412619,P23458,8.7,True
P23458_CHEMBL5400209,P23458,5.92,False
P23458_CHEMBL5437261,P23458,6.27,False
P23458_CHEMBL5428461,P23458,5.53,True
P23458_CHEMBL5419271,P23458,6.76,True
P23458_CHEMBL5436383,P23458,6.86,True
P23458_CHEMBL5431257,P23458,8.05,False
P23458_CHEMBL5440264,P23458,7.43,False
P23458_CHEMBL5420928,P23458,7.42,False
P23458_CHEMBL5413489,P23458,7.09,False
P23458_CHEMBL5417745,P23458,4.74,True
P23458_CHEMBL5414410,P23458,5.29,False
P23458_CHEMBL5431565,P23458,5.34,False
P23458_CHEMBL5398705,P23458,5.44,False
P23458_CHEMBL5423237,P23458,5.47,False
P23458_CHEMBL5411082,P23458,5.92,True
P23458_CHEMBL5424761,P23458,5.14,False
P23458_CHEMBL5394914,P23458,5.74,True
P23458_CHEMBL5421116,P23458,6.42,True
P23458_CHEMBL5422793,P23458,7.6,True
P23458_CHEMBL5418073,P23458,5.18,False
P23458_CHEMBL5407116,P23458,5.3,False
P23458_CHEMBL5422110,P23458,5.19,False
P23458_CHEMBL5430869,P23458,6.92,True
P24941_CHEMBL5416233,P24941,4.33,False
P24941_CHEMBL5414905,P24941,7.4,True
P24941_CHEMBL5399420,P24941,7.64,True
P24941_CHEMBL5428330,P24941,5.34,False
P24941_CHEMBL5417371,P24941,6.52,False
P24941_CHEMBL5440832,P24941,6.46,False
P24941_CHEMBL5417190,P24941,6.29,False
P24941_CHEMBL5404411,P24941,6.34,False
P24941_CHEMBL5436647,P24941,6.27,False
P24941_CHEMBL5431456,P24941,6.4,False
P24941_CHEMBL5396190,P24941,6.28,False
P24941_CHEMBL5438882,P24941,6.96,False
P24941_CHEMBL5424372,P24941,6.51,False
P24941_CHEMBL5427047,P24941,4.35,False
P24941_CHEMBL5436482,P24941,6.37,False
P24941_CHEMBL5401267,P24941,6.08,True
P24941_CHEMBL5413620,P24941,4.8,False
P24941_CHEMBL5407688,P24941,4.42,False
P24941_CHEMBL5434594,P24941,6.04,False
P24941_CHEMBL5440790,P24941,4.68,False
P24941_CHEMBL5428382,P24941,4.62,False
P24941_CHEMBL5410597,P24941,5.3,False
P24941_CHEMBL5427324,P24941,5.41,False
P24941_CHEMBL5421310,P24941,5.24,False
P24941_CHEMBL5406341,P24941,6.6,False
P24941_CHEMBL5439522,P24941,6.36,False
P24941_CHEMBL5421048,P24941,6.43,False
P24941_CHEMBL5394608,P24941,4.82,False
P24941_CHEMBL5394312,P24941,4.68,False
P24941_CHEMBL5412165,P24941,4.82,False
P24941_CHEMBL5439308,P24941,7.32,False
P24941_CHEMBL5407777,P24941,4.38,False
P24941_CHEMBL5414410,P24941,6.14,False
P24941_CHEMBL5431565,P24941,6.99,False
P24941_CHEMBL5435746,P24941,6.87,False
P24941_CHEMBL5398705,P24941,6.54,False
P24941_CHEMBL5435410,P24941,5.4,False
P24941_CHEMBL5432928,P24941,7.275,False
P24941_CHEMBL5400738,P24941,5.1,False
P24941_CHEMBL5427192,P24941,5.05,False
P24941_CHEMBL5423185,P24941,6.55,False
P24941_CHEMBL5423683,P24941,5.55,False
P24941_CHEMBL5412113,P24941,4.5,False
P24941_CHEMBL5404611,P24941,4.89,True
P24941_CHEMBL5401897,P24941,5.21,True
P24941_CHEMBL5432063,P24941,4.42,False
P24941_CHEMBL5423237,P24941,6.86,False
P24941_CHEMBL5424761,P24941,6.94,False
P24941_CHEMBL5418073,P24941,6.47,False
P24941_CHEMBL5407116,P24941,6.62,False
P27338_CHEMBL5417937,P27338,6.89,False
P27338_CHEMBL5428315,P27338,4.42,True
P27338_CHEMBL5434825,P27338,4.6,True
P27338_CHEMBL5395648,P27338,4.16,False
P27338_CHEMBL5402309,P27338,7.62,False
P27338_CHEMBL5399743,P27338,6.36,False
P27338_CHEMBL5400613,P27338,4.28,False
P27338_CHEMBL5411972,P27338,5.68,False
P27338_CHEMBL5434514,P27338,7.7,False
P27338_CHEMBL5425979,P27338,5.57,False
P27338_CHEMBL5440858,P27338,7.43,False
P27338_CHEMBL5427590,P27338,5.6,False
P27338_CHEMBL5419792,P27338,8.22,False
P27338_CHEMBL5414346,P27338,6.22,True
P27338_CHEMBL5423119,P27338,5.8,False
P27338_CHEMBL5430666,P27338,5.9,True
P27338_CHEMBL5399671,P27338,6.0,True
P27338_CHEMBL5409741,P27338,5.7,True
P27338_CHEMBL5433292,P27338,5.74,False
P27338_CHEMBL5402353,P27338,5.08,False
P27338_CHEMBL5404978,P27338,5.76,False
P27338_CHEMBL5406273,P27338,6.69,False
P27338_CHEMBL5428685,P27338,5.88,False
P27338_CHEMBL5399314,P27338,4.17,False
P27338_CHEMBL5416870,P27338,6.51,False
P27338_CHEMBL5438815,P27338,5.6,False
P27338_CHEMBL5427855,P27338,5.54,False
P27338_CHEMBL5438218,P27338,5.13,True
P27338_CHEMBL5393927,P27338,5.21,False
P27338_CHEMBL5436279,P27338,5.04,False
P27338_CHEMBL5422519,P27338,7.55,False
P27338_CHEMBL5406099,P27338,6.99,True
P27338_CHEMBL5415952,P27338,5.34,True
P27338_CHEMBL5416702,P27338,9.0,False
P27338_CHEMBL5403831,P27338,6.46,False
P27338_CHEMBL5415563,P27338,6.86,False
P27338_CHEMBL5413841,P27338,5.71,True
P27338_CHEMBL5403156,P27338,5.02,True
P27338_CHEMBL5398332,P27338,6.02,True
P27338_CHEMBL5404106,P27338,5.3,True
P27338_CHEMBL5423573,P27338,7.31,False
P27338_CHEMBL5400090,P27338,4.51,False
P27338_CHEMBL5403314,P27338,4.3,False
P27338_CHEMBL5403469,P27338,5.13,False
P27338_CHEMBL5404959,P27338,5.61,True
P27338_CHEMBL5395261,P27338,4.43,True
P27338_CHEMBL5416897,P27338,4.07,True
P27338_CHEMBL5396287,P27338,4.9,False
P27338_CHEMBL5394729,P27338,5.12,False
P27338_CHEMBL5436440,P27338,4.76,False
P27338_CHEMBL5430903,P27338,4.95,True
P27338_CHEMBL5399676,P27338,6.14,False
P27338_CHEMBL5419856,P27338,5.64,True
P27338_CHEMBL5416185,P27338,6.44,False
P27338_CHEMBL5423045,P27338,7.26,True
P27338_CHEMBL5417198,P27338,7.54,True
P27338_CHEMBL5425546,P27338,6.46,False
P27338_CHEMBL5415156,P27338,6.58,False
P27338_CHEMBL5416761,P27338,7.8,False
P27338_CHEMBL5431945,P27338,7.81,False
P27338_CHEMBL5395527,P27338,5.36,False
P27338_CHEMBL5396512,P27338,5.18,False
P27338_CHEMBL5424650,P27338,6.67,False
P27338_CHEMBL5423810,P27338,6.13,False
P27338_CHEMBL5415650,P27338,5.21,False
P27338_CHEMBL5431708,P27338,7.01,False
P27338_CHEMBL5414093,P27338,6.97,False
P27338_CHEMBL5434761,P27338,7.69,False
P27338_CHEMBL5399687,P27338,6.73,False
P27338_CHEMBL5399540,P27338,6.52,False
P27338_CHEMBL5436231,P27338,6.52,False
P27338_CHEMBL5408055,P27338,5.7,False
P27338_CHEMBL5404165,P27338,8.02,False
P27338_CHEMBL5395788,P27338,6.83,False
P27338_CHEMBL5398537,P27338,6.92,False
P27338_CHEMBL5408318,P27338,6.16,False
P27338_CHEMBL5410682,P27338,5.37,False
P27338_CHEMBL5421285,P27338,5.34,False
P27338_CHEMBL5425310,P27338,6.53,True
P27338_CHEMBL5417092,P27338,5.04,False
P27338_CHEMBL5437538,P27338,6.08,False
P27338_CHEMBL5422460,P27338,7.42,True
P27338_CHEMBL5422732,P27338,7.07,True
P27338_CHEMBL5438053,P27338,7.14,True
P27338_CHEMBL5402945,P27338,7.26,False
P27338_CHEMBL5434678,P27338,8.0,False
P27338_CHEMBL5418924,P27338,4.22,False
P27338_CHEMBL5428671,P27338,5.33,False
P27338_CHEMBL5428196,P27338,4.12,False
P27338_CHEMBL5433019,P27338,5.58,False
P27338_CHEMBL5399496,P27338,6.15,False
P27338_CHEMBL5413087,P27338,5.55,False
P27338_CHEMBL5433787,P27338,5.53,False
P27338_CHEMBL5429656,P27338,7.84,False
P27338_CHEMBL5421246,P27338,7.01,False
P27338_CHEMBL5437543,P27338,8.08,False
P27338_CHEMBL5423398,P27338,5.99,False
P27338_CHEMBL5423186,P27338,5.32,False
P27338_CHEMBL5426795,P27338,6.22,False
P27338_CHEMBL5434275,P27338,5.36,True
P27338_CHEMBL5400189,P27338,7.16,False
P27338_CHEMBL5404200,P27338,7.53,False
P27338_CHEMBL5431507,P27338,7.6,False
P27338_CHEMBL5406057,P27338,7.5,False
P27338_CHEMBL5432117,P27338,6.62,False
P27338_CHEMBL5403995,P27338,7.89,False
P27338_CHEMBL5401875,P27338,6.46,False
P27338_CHEMBL5401572,P27338,6.26,False
P27338_CHEMBL5407170,P27338,8.915,False
