compound_id,target,sim_same_target,std_union
P29597_CHEMBL5395839,P29597,0.6416,0.6416
P29597_CHEMBL5403897,P29597,0.6514,0.7588
P29597_CHEMBL5420083,P29597,0.5454,0.7964
P29597_CHEMBL5420971,P29597,0.6719,0.6719
P29597_CHEMBL5424098,P29597,0.5913,1.0
P29597_CHEMBL5403272,P29597,1.0,1.0
P29597_CHEMBL5423387,P29597,1.0,1.0
P29597_CHEMBL5430795,P29597,1.0,1.0
P29597_CHEMBL5405043,P29597,1.0,1.0
P29597_CHEMBL5410919,P29597,1.0,1.0
P29597_CHEMBL5435417,P29597,1.0,1.0
P29597_CHEMBL5439582,P29597,1.0,1.0
P29597_CHEMBL5427932,P29597,1.0,1.0
P29597_CHEMBL5405140,P29597,1.0,1.0
P29597_CHEMBL5404261,P29597,1.0,1.0
P29597_CHEMBL5441087,P29597,1.0,1.0
P29597_CHEMBL5440017,P29597,1.0,1.0
P29597_CHEMBL5434116,P29597,1.0,1.0
P29597_CHEMBL5396523,P29597,1.0,1.0
P29597_CHEMBL5423894,P29597,1.0,1.0
P29597_CHEMBL5424497,P29597,0.6055,0.6055
P29597_CHEMBL5438635,P29597,1.0,1.0
P29597_CHEMBL5409953,P29597,0.6787,0.7998
P29597_CHEMBL5422886,P29597,0.5522,0.7705
P29597_CHEMBL5412967,P29597,0.5068,0.7344
P29597_CHEMBL5407329,P29597,0.5806,1.0
P29597_CHEMBL5407260,P29597,0.48,0.6914
P29597_CHEMBL5396554,P29597,0.48,0.6914
P29597_CHEMBL5415586,P29597,0.7407,0.7407
P29597_CHEMBL5409666,P29597,0.6665,0.7144
P29597_CHEMBL5433426,P29597,0.5645,0.6499
P29597_CHEMBL5408994,P29597,0.6162,1.0
P29597_CHEMBL5419978,P29597,0.6162,1.0
P29597_CHEMBL5435482,P29597,0.7002,0.729
P29597_CHEMBL5440510,P29597,0.7734,1.0
P29597_CHEMBL5438892,P29597,1.0,1.0
P29597_CHEMBL5412619,P29597,1.0,1.0
P29597_CHEMBL5437653,P29597,1.0,1.0
P29597_CHEMBL5400209,P29597,1.0,1.0
P29597_CHEMBL5437261,P29597,0.6787,0.6787
P29597_CHEMBL5431257,P29597,0.7168,1.0
P29597_CHEMBL5440264,P29597,0.5137,0.6924
P29597_CHEMBL5413489,P29597,0.6353,0.769
P29597_CHEMBL5429461,P29597,0.2957,0.9199
P29597_CHEMBL5422793,P29597,1.0,1.0
P31153_CHEMBL5405042,P31153,1.0,1.0
P31153_CHEMBL5402991,P31153,0.8027,0.8027
P31153_CHEMBL5395201,P31153,0.3333,0.7095
P31153_CHEMBL5415073,P31153,0.75,0.75
P31153_CHEMBL5400994,P31153,0.5322,0.5322
P31153_CHEMBL5412431,P31153,0.447,0.447
P31153_CHEMBL5437430,P31153,0.6162,0.6162
P31153_CHEMBL5419227,P31153,0.625,0.625
P31153_CHEMBL5418094,P31153,0.7251,0.7251
P31153_CHEMBL5440991,P31153,0.6704,0.6704
P31153_CHEMBL5412125,P31153,0.6865,0.6865
P31153_CHEMBL5425823,P31153,0.6421,0.6421
P31153_CHEMBL5401515,P31153,0.8159,0.8159
P31153_CHEMBL5430139,P31153,0.6069,0.6069
P31153_CHEMBL5434352,P31153,0.6553,0.6553
P31153_CHEMBL5423083,P31153,0.6519,0.6519
P31153_CHEMBL5432232,P31153,0.6743,0.6743
P31153_CHEMBL5397124,P31153,0.6582,0.6582
P31153_CHEMBL5405749,P31153,0.6582,0.6582
P31153_CHEMBL5435278,P31153,0.3037,0.5586
P31153_CHEMBL5419203,P31153,0.3206,0.603
P31153_CHEMBL5413291,P31153,0.2913,0.5674
P31153_CHEMBL5406558,P31153,0.2839,0.5713
P31153_CHEMBL5409231,P31153,0.3333,0.5586
P31153_CHEMBL5405041,P31153,0.2839,0.5713
P31153_CHEMBL5422027,P31153,0.3125,0.5508
P31153_CHEMBL5399691,P31153,0.3,0.6177
P31153_CHEMBL5426479,P31153,0.3037,0.5796
P31153_CHEMBL5399738,P31153,1.0,1.0
P31153_CHEMBL5413811,P31153,0.769,0.769
P31153_CHEMBL5427061,P31153,0.7285,0.7285
P31153_CHEMBL5426003,P31153,0.7822,0.7822
P31153_CHEMBL5419023,P31153,1.0,1.0
P31153_CHEMBL5413791,P31153,1.0,1.0
P31153_CHEMBL5422860,P31153,1.0,1.0
P31153_CHEMBL5401688,P31153,1.0,1.0
P31153_CHEMBL5399741,P31153,1.0,1.0
P31153_CHEMBL5411162,P31153,1.0,1.0
P31153_CHEMBL5439586,P31153,1.0,1.0
P31153_CHEMBL5407969,P31153,1.0,1.0
P31153_CHEMBL5420391,P31153,1.0,1.0
P31153_CHEMBL5393737,P31153,0.8135,0.8135
P31153_CHEMBL5403351,P31153,0.397,0.4204
P31153_CHEMBL5436630,P31153,0.6431,0.6431
P31153_CHEMBL5425116,P31153,1.0,1.0
P31153_CHEMBL5439496,P31153,1.0,1.0
P31153_CHEMBL5398803,P31153,1.0,1.0
P31153_CHEMBL5431494,P31153,1.0,1.0
P31153_CHEMBL5433315,P31153,1.0,1.0
P31153_CHEMBL5438211,P31153,1.0,1.0
P34913_CHEMBL5433817,P34913,1.0,1.0
P34913_CHEMBL5435984,P34913,1.0,1.0
P34913_CHEMBL5404981,P34913,1.0,1.0
P34913_CHEMBL5430033,P34913,1.0,1.0
P34913_CHEMBL5432207,P34913,1.0,1.0
P34913_CHEMBL5414017,P34913,1.0,1.0
P34913_CHEMBL5405712,P34913,1.0,1.0
P34913_CHEMBL5419231,P34913,1.0,1.0
P34913_CHEMBL5438968,P34913,1.0,1.0
P34913_CHEMBL5406085,P34913,1.0,1.0
P34913_CHEMBL5396859,P34913,1.0,1.0
P34913_CHEMBL5423765,P34913,1.0,1.0
P34913_CHEMBL5402713,P34913,0.4604,1.0
P34913_CHEMBL5394017,P34913,1.0,1.0
P34913_CHEMBL5427173,P34913,1.0,1.0
P34913_CHEMBL5429531,P34913,1.0,1.0
P34913_CHEMBL5425833,P34913,1.0,1.0
P34913_CHEMBL5430521,P34913,1.0,1.0
P34913_CHEMBL5431410,P34913,1.0,1.0
P34913_CHEMBL5431664,P34913,1.0,1.0
P34913_CHEMBL5435879,P34913,1.0,1.0
P34913_CHEMBL5434178,P34913,1.0,1.0
P34913_CHEMBL5399542,P34913,1.0,1.0
P34913_CHEMBL5420723,P34913,1.0,1.0
P34913_CHEMBL5435557,P34913,1.0,1.0
P34913_CHEMBL5423755,P34913,1.0,1.0
P34913_CHEMBL5410246,P34913,1.0,1.0
P34913_CHEMBL5421307,P34913,1.0,1.0
P34913_CHEMBL5395369,P34913,1.0,1.0
P34913_CHEMBL5437028,P34913,1.0,1.0
P34913_CHEMBL5397730,P34913,1.0,1.0
P34913_CHEMBL5422052,P34913,1.0,1.0
P34913_CHEMBL5414179,P34913,1.0,1.0
P34913_CHEMBL5431497,P34913,1.0,1.0
P34913_CHEMBL5425040,P34913,1.0,1.0
P34913_CHEMBL5433621,P34913,1.0,1.0
P34913_CHEMBL5424246,P34913,1.0,1.0
P34913_CHEMBL5421374,P34913,1.0,1.0
P34913_CHEMBL5399478,P34913,1.0,1.0
P34913_CHEMBL5417426,P34913,1.0,1.0
P34913_CHEMBL5412026,P34913,1.0,1.0
P34913_CHEMBL5433624,P34913,1.0,1.0
P34913_CHEMBL5429004,P34913,1.0,1.0
P34913_CHEMBL5415121,P34913,1.0,1.0
P34913_CHEMBL5429256,P34913,1.0,1.0
P34913_CHEMBL5404352,P34913,1.0,1.0
P34913_CHEMBL5435276,P34913,1.0,1.0
P34913_CHEMBL5403016,P34913,1.0,1.0
P34913_CHEMBL5417008,P34913,1.0,1.0
P34913_CHEMBL5410521,P34913,1.0,1.0
P34913_CHEMBL5414609,P34913,1.0,1.0
P34913_CHEMBL5428998,P34913,1.0,1.0
P34913_CHEMBL5437010,P34913,1.0,1.0
P34913_CHEMBL5410982,P34913,1.0,1.0
P34913_CHEMBL5437647,P34913,0.6611,0.6611
P34913_CHEMBL5406849,P34913,0.5386,0.5386
P34913_CHEMBL5428089,P34913,1.0,1.0
P34913_CHEMBL5411642,P34913,0.6211,0.6211
P34913_CHEMBL5415470,P34913,0.6724,0.6724
P34913_CHEMBL5418650,P34913,1.0,1.0
P34913_CHEMBL5420193,P34913,1.0,1.0
P34913_CHEMBL5426753,P34913,1.0,1.0
P34913_CHEMBL5411340,P34913,1.0,1.0
P34913_CHEMBL5435336,P34913,1.0,1.0
P34913_CHEMBL5438483,P34913,1.0,1.0
P34913_CHEMBL5411847,P34913,0.6406,0.6406
P34913_CHEMBL5415175,P34913,0.6333,0.6982
P34913_CHEMBL5408127,P34913,0.645,0.6489
P34913_CHEMBL5407621,P34913,1.0,1.0
P34913_CHEMBL5439306,P34913,1.0,1.0
P34972_CHEMBL5420560,P34972,0.8311,0.8311
P34972_CHEMBL5423328,P34972,0.7061,0.8208
P34972_CHEMBL5406438,P34972,0.5801,0.8354
P34972_CHEMBL5403405,P34972,0.6187,0.8262
P34972_CHEMBL5411459,P34972,0.3457,0.5923
P34972_CHEMBL5415690,P34972,0.6001,0.6001
P34972_CHEMBL5421210,P34972,0.5518,0.6382
P34972_CHEMBL5418589,P34972,0.6001,0.6001
P34972_CHEMBL5437097,P34972,0.519,0.519
P34972_CHEMBL5422404,P34972,0.6284,0.6284
P34972_CHEMBL5409471,P34972,0.5518,0.6382
P34972_CHEMBL5428372,P34972,0.5781,0.5781
P34972_CHEMBL5419335,P34972,0.5073,0.5073
P34972_CHEMBL5406967,P34972,0.5972,0.5972
P34972_CHEMBL5410025,P34972,0.6094,0.6094
P34972_CHEMBL5422557,P34972,0.6377,0.6377
P34972_CHEMBL5430360,P34972,0.5625,0.5742
P34972_CHEMBL5421463,P34972,0.7578,0.7578
P34972_CHEMBL5409303,P34972,0.7935,0.7935
P34972_CHEMBL5395270,P34972,0.7681,0.7681
P34972_CHEMBL5416421,P34972,0.7793,0.7793
P34972_CHEMBL5429476,P34972,0.7734,0.7734
P34972_CHEMBL5430169,P34972,1.0,1.0
P34972_CHEMBL5411397,P34972,1.0,1.0
P34972_CHEMBL5412500,P34972,1.0,1.0
P34972_CHEMBL5414873,P34972,0.7119,0.7207
P34972_CHEMBL5409074,P34972,0.5312,0.7173
P34972_CHEMBL5405774,P34972,0.4729,0.6069
P34972_CHEMBL5417553,P34972,0.5332,0.5771
P34972_CHEMBL5415150,P34972,0.2817,0.5127
P35372_CHEMBL5413043,P35372,0.6875,0.7676
P35372_CHEMBL5435390,P35372,0.5967,0.8652
P35372_CHEMBL5402755,P35372,0.7358,0.7358
P35372_CHEMBL5398409,P35372,0.4219,0.5645
P35372_CHEMBL5408683,P35372,0.4219,0.5645
P35372_CHEMBL5406692,P35372,0.6875,0.7676
P35372_CHEMBL5435537,P35372,0.625,0.75
P35372_CHEMBL5403243,P35372,0.7598,0.7598
P35372_CHEMBL5435711,P35372,0.7915,0.7915
P35372_CHEMBL5415842,P35372,0.3618,0.4268
P35372_CHEMBL5415691,P35372,0.3809,0.4658
P35372_CHEMBL5413237,P35372,0.3896,0.3896
P35372_CHEMBL5407845,P35372,0.4658,0.4658
P35372_CHEMBL5413536,P35372,0.4067,0.7446
P35372_CHEMBL5397609,P35372,0.5,0.52
P35372_CHEMBL5410159,P35372,0.5,0.5
P35372_CHEMBL5409322,P35372,0.5737,0.5874
P35372_CHEMBL5412606,P35372,0.4658,0.4658
P35372_CHEMBL5421714,P35372,0.6709,0.6709
P35372_CHEMBL5395539,P35372,0.4285,0.5249
P35372_CHEMBL5398913,P35372,0.491,0.491
P35372_CHEMBL5436551,P35372,0.491,0.491
P35372_CHEMBL5407379,P35372,0.6851,0.6851
P35372_CHEMBL5421526,P35372,0.7402,0.7402
P35372_CHEMBL5429557,P35372,0.5439,0.5439
P35372_CHEMBL5437720,P35372,0.314,0.5254
P35372_CHEMBL5417643,P35372,0.4736,0.4919
P35372_CHEMBL5418730,P35372,0.4429,0.4827
P35372_CHEMBL5407747,P35372,0.4932,0.5845
P35372_CHEMBL5425944,P35372,0.4211,0.5229
P35372_CHEMBL5413807,P35372,0.4788,0.4788
P35372_CHEMBL5429207,P35372,0.3796,0.4644
P35372_CHEMBL5423250,P35372,0.4119,0.4324
P35372_CHEMBL5400356,P35372,0.4119,0.4775
P35372_CHEMBL5401204,P35372,0.8335,0.8335
P35408_CHEMBL5436396,P35408,0.4546,0.5659
P35408_CHEMBL5429723,P35408,0.425,0.4666
P35408_CHEMBL5414713,P35408,0.4648,0.5933
P35408_CHEMBL5426459,P35408,0.4927,0.5537
P35408_CHEMBL5416297,P35408,0.4358,0.5083
P35408_CHEMBL5408721,P35408,0.5332,0.5625
P35408_CHEMBL5395204,P35408,0.6875,0.6875
P35408_CHEMBL5421486,P35408,0.5571,0.5688
P35408_CHEMBL5437320,P35408,0.48,0.6118
P35408_CHEMBL5430051,P35408,0.5068,0.6143
P35408_CHEMBL5405516,P35408,0.7017,0.7017
P35408_CHEMBL5407123,P35408,0.6924,0.6924
P35408_CHEMBL5433739,P35408,0.5068,0.5068
P35408_CHEMBL5435929,P35408,0.4775,0.5151
P35408_CHEMBL5426990,P35408,0.4385,0.5151
P35408_CHEMBL5427471,P35408,0.3767,0.4917
P35408_CHEMBL5394316,P35408,0.6924,0.6924
P35408_CHEMBL5431483,P35408,0.5806,0.6348
P35408_CHEMBL5419736,P35408,0.6772,0.6772
P35408_CHEMBL5413066,P35408,0.5601,0.5601
P35408_CHEMBL5427264,P35408,0.603,0.603
P35408_CHEMBL5410514,P35408,0.4626,0.5894
P35408_CHEMBL5430749,P35408,0.4028,0.5229
P35408_CHEMBL5426152,P35408,0.3901,0.4492
P35408_CHEMBL5402258,P35408,0.6284,0.6284
P35408_CHEMBL5434593,P35408,0.4429,0.5371
P35408_CHEMBL5401228,P35408,0.5674,0.5674
P35408_CHEMBL5411028,P35408,0.5674,0.5674
P35408_CHEMBL5411223,P35408,0.457,0.5
P35408_CHEMBL5401935,P35408,0.4429,0.5264
P35408_CHEMBL5408723,P35408,0.4866,0.5
P35408_CHEMBL5414398,P35408,0.5249,0.5249
P35408_CHEMBL5394484,P35408,0.4521,0.5171
P35408_CHEMBL5428393,P35408,0.4795,0.5088
P35408_CHEMBL5427544,P35408,0.4246,0.5371
P35408_CHEMBL5402938,P35408,0.4246,0.5635
P35408_CHEMBL5393749,P35408,0.4856,0.5371
P35408_CHEMBL5426943,P35408,0.4626,0.5688
P35408_CHEMBL5427672,P35408,0.4648,0.5293
P35408_CHEMBL5433721,P35408,0.5,0.541
P35408_CHEMBL5395138,P35408,0.5078,0.585
P35408_CHEMBL5435216,P35408,0.4219,0.5142
P35408_CHEMBL5417603,P35408,0.4688,0.6172
P35408_CHEMBL5438025,P35408,0.5693,0.6313
P35408_CHEMBL5436556,P35408,0.4219,0.7021
P35408_CHEMBL5407788,P35408,0.4426,0.7085
P35408_CHEMBL5427584,P35408,0.4385,0.5269
P35408_CHEMBL5403528,P35408,0.4932,0.7271
P35408_CHEMBL5426457,P35408,0.5078,0.7061
P35408_CHEMBL5405242,P35408,0.4153,0.5635
P35408_CHEMBL5411952,P35408,0.4395,0.6592
P35408_CHEMBL5424332,P35408,0.4558,0.5576
P35408_CHEMBL5399302,P35408,0.4109,0.5332
P35408_CHEMBL5397734,P35408,0.3562,0.5186
P35462_CHEMBL5399833,P35462,0.5752,0.6089
P35462_CHEMBL5415691,P35462,0.4658,0.4658
P35462_CHEMBL5413237,P35462,0.2651,0.3896
P35462_CHEMBL5407845,P35462,0.2715,0.4658
P35462_CHEMBL5420515,P35462,0.8623,0.8623
P35462_CHEMBL5394838,P35462,0.8125,0.8125
P35462_CHEMBL5410716,P35462,0.8623,0.8623
P35462_CHEMBL5439212,P35462,0.8306,0.8306
P35462_CHEMBL5399422,P35462,0.8623,0.8623
P35462_CHEMBL5414499,P35462,0.877,0.877
P35462_CHEMBL5437148,P35462,0.8931,0.8931
P35462_CHEMBL5399933,P35462,0.8931,0.8931
P35462_CHEMBL5409939,P35462,0.8599,0.8599
P35462_CHEMBL5399568,P35462,0.8599,0.8599
P35462_CHEMBL5425375,P35462,0.8569,0.8569
P35462_CHEMBL5399166,P35462,0.8569,0.8569
P35462_CHEMBL5402269,P35462,0.8911,0.8911
P35462_CHEMBL5420387,P35462,0.8032,0.8032
P35462_CHEMBL5410387,P35462,0.8545,0.8545
P35462_CHEMBL5395272,P35462,0.8213,0.8213
P35462_CHEMBL5438487,P35462,0.8867,0.8867
P35462_CHEMBL5396616,P35462,0.7964,0.7964
P35462_CHEMBL5433001,P35462,0.8491,0.8491
P35462_CHEMBL5427065,P35462,0.4595,0.4595
P35462_CHEMBL5424241,P35462,0.5483,0.6362
P35462_CHEMBL5409755,P35462,0.5669,0.5781
P35462_CHEMBL5421925,P35462,0.5405,0.5479
P35462_CHEMBL5415846,P35462,0.8213,0.8213
P35462_CHEMBL5404807,P35462,0.5063,0.5332
P35462_CHEMBL5425134,P35462,0.6289,0.7002
P35462_CHEMBL5440422,P35462,0.6055,0.6055
P35462_CHEMBL5410159,P35462,0.5,0.5
P35462_CHEMBL5409322,P35462,0.5757,0.5874
P35462_CHEMBL5421714,P35462,0.6709,0.6709
P35462_CHEMBL5436551,P35462,0.491,0.491
P35462_CHEMBL5436957,P35462,0.623,0.623
P35462_CHEMBL5420316,P35462,0.5181,0.5557
P35462_CHEMBL5426620,P35462,0.5371,0.5737
P35462_CHEMBL5402212,P35462,0.6094,0.644
P35462_CHEMBL5433284,P35462,0.7681,0.8184
P35462_CHEMBL5399129,P35462,0.4834,0.5
P35462_CHEMBL5421827,P35462,0.5,0.5161
P35462_CHEMBL5422870,P35462,0.6484,0.6484
P35462_CHEMBL5428803,P35462,0.7778,0.7778
P35462_CHEMBL5403204,P35462,0.6523,0.6523
P35462_CHEMBL5439853,P35462,0.6362,0.6416
P35462_CHEMBL5407341,P35462,0.6567,0.7051
P35462_CHEMBL5417643,P35462,0.4736,0.4919
P35462_CHEMBL5416644,P35462,0.6133,0.7881
P35462_CHEMBL5411404,P35462,0.6089,0.6982
P35462_CHEMBL5421272,P35462,0.5884,0.625
P35462_CHEMBL5433509,P35462,0.6304,0.6514
P35462_CHEMBL5438205,P35462,0.6216,0.6416
P35462_CHEMBL5412718,P35462,0.6387,0.6387
P35462_CHEMBL5405333,P35462,0.6665,0.7539
P35462_CHEMBL5396317,P35462,0.5713,0.6665
P35462_CHEMBL5427937,P35462,0.5884,0.7778
P35462_CHEMBL5395187,P35462,0.6572,0.7778
P35462_CHEMBL5405086,P35462,0.6265,0.791
P35462_CHEMBL5425252,P35462,0.6348,0.7798
P35462_CHEMBL5415335,P35462,0.7241,0.8823
P35462_CHEMBL5394431,P35462,0.6079,0.6885
P35462_CHEMBL5431474,P35462,0.7666,0.8335
P35462_CHEMBL5416728,P35462,0.6616,0.6982
P35462_CHEMBL5410179,P35462,0.5942,0.7095
P35462_CHEMBL5436809,P35462,0.6133,0.6875
P35462_CHEMBL5400232,P35462,0.645,0.772
P35462_CHEMBL5418730,P35462,0.2976,0.4827
P35462_CHEMBL5407747,P35462,0.5845,0.5845
P35462_CHEMBL5425944,P35462,0.5229,0.5229
P35462_CHEMBL5413807,P35462,0.3647,0.4788
P35462_CHEMBL5429207,P35462,0.4031,0.4644
P35462_CHEMBL5423250,P35462,0.4324,0.4324
P35462_CHEMBL5400356,P35462,0.4775,0.4775
P35462_CHEMBL5417351,P35462,0.7778,0.8076
P35462_CHEMBL5395965,P35462,0.6567,0.6567
P35462_CHEMBL5398100,P35462,0.6001,0.6177
P35462_CHEMBL5429048,P35462,0.7344,0.7344
P35462_CHEMBL5429826,P35462,0.7759,0.7759
P36544_CHEMBL5435510,P36544,0.6855,0.6855
P36544_CHEMBL5428848,P36544,0.6641,0.7588
P36544_CHEMBL5428298,P36544,0.6831,0.6943
P36544_CHEMBL5401803,P36544,0.7686,0.8989
P36544_CHEMBL5417751,P36544,0.4375,0.5581
P36544_CHEMBL5409285,P36544,0.4468,0.4897
P36544_CHEMBL5423336,P36544,0.561,0.561
P36544_CHEMBL5400651,P36544,0.4375,0.5532
P36544_CHEMBL5415482,P36544,0.5229,0.5229
P36544_CHEMBL5435415,P36544,0.6855,0.6855
P36544_CHEMBL5433741,P36544,0.4792,0.7441
P36544_CHEMBL5416962,P36544,0.4792,0.5908
P36544_CHEMBL5403618,P36544,0.7251,0.7251
P36544_CHEMBL5428774,P36544,0.75,0.75
P36544_CHEMBL5415576,P36544,0.6924,0.6924
P36544_CHEMBL5407945,P36544,0.75,0.75
P36544_CHEMBL5395819,P36544,0.8335,0.8335
P36544_CHEMBL5412463,P36544,0.7632,0.7632
P36544_CHEMBL5425014,P36544,0.7251,0.7251
P36544_CHEMBL5406306,P36544,0.6743,0.6743
P36544_CHEMBL5418191,P36544,0.7437,0.7437
P36544_CHEMBL5415738,P36544,0.7803,0.7803
P36544_CHEMBL5416363,P36544,0.6904,0.6904
P36544_CHEMBL5396300,P36544,0.7251,0.7251
P36544_CHEMBL5408237,P36544,0.6313,0.6313
P36544_CHEMBL5415788,P36544,0.6484,0.6484
P36544_CHEMBL5436520,P36544,0.5332,0.5747
P36544_CHEMBL5399641,P36544,0.6484,0.7271
P36544_CHEMBL5432840,P36544,0.6313,0.6313
P36544_CHEMBL5396579,P36544,0.5332,0.5957
P36544_CHEMBL5415255,P36544,0.6484,0.6484
P36544_CHEMBL5440131,P36544,1.0,1.0
P36544_CHEMBL5393773,P36544,0.4695,0.4695
P37231_CHEMBL5403200,P37231,0.2258,0.7827
P37231_CHEMBL5421425,P37231,0.6714,0.6714
P37231_CHEMBL5407583,P37231,0.6616,0.6616
P37231_CHEMBL5406591,P37231,0.6714,0.6714
P37231_CHEMBL5406898,P37231,0.5693,0.5693
P37231_CHEMBL5408470,P37231,0.7119,0.7119
P37231_CHEMBL5397940,P37231,0.7119,0.7119
P37231_CHEMBL5427431,P37231,0.8643,0.8643
P37231_CHEMBL5439812,P37231,0.7163,0.7383
P37231_CHEMBL5432530,P37231,0.5811,0.5835
P37231_CHEMBL5431536,P37231,0.7163,0.7383
P37231_CHEMBL5429976,P37231,0.6089,0.627
P37231_CHEMBL5395286,P37231,0.5137,0.5972
P37231_CHEMBL5427888,P37231,0.7539,0.7539
P37231_CHEMBL5431290,P37231,0.7539,0.7539
P37231_CHEMBL5429911,P37231,0.6416,0.6416
P41143_CHEMBL5427274,P41143,0.7324,0.7324
P41143_CHEMBL5399596,P41143,0.7324,0.7324
P41143_CHEMBL5434134,P41143,0.7803,0.7803
P41143_CHEMBL5432205,P41143,0.7803,0.7803
P41143_CHEMBL5426012,P41143,0.5791,0.5791
P41143_CHEMBL5404274,P41143,0.5474,0.5474
P41143_CHEMBL5405339,P41143,0.5688,0.5688
P41143_CHEMBL5415010,P41143,0.4915,0.4915
P41143_CHEMBL5423260,P41143,0.4915,0.4915
P41143_CHEMBL5405519,P41143,0.75,0.75
P41143_CHEMBL5403273,P41143,0.75,0.75
P41143_CHEMBL5432317,P41143,0.7681,0.7681
P41143_CHEMBL5411900,P41143,0.7681,0.7681
P41143_CHEMBL5432174,P41143,0.79,0.79
P41143_CHEMBL5432371,P41143,0.79,0.79
P41143_CHEMBL5416619,P41143,0.75,0.75
P41143_CHEMBL5425838,P41143,0.75,0.75
P41143_CHEMBL5438077,P41143,0.7617,0.7617
P41143_CHEMBL5427896,P41143,0.7617,0.7617
P41143_CHEMBL5426498,P41143,0.3501,0.4221
P41143_CHEMBL5401204,P41143,0.8335,0.8335
P41143_CHEMBL5434911,P41143,0.771,0.771
P41143_CHEMBL5401578,P41143,0.7681,0.7681
P41143_CHEMBL5398970,P41143,0.7617,0.7617
P41143_CHEMBL5406491,P41143,0.7529,0.7529
P41143_CHEMBL5440937,P41143,0.7681,0.7681
P41143_CHEMBL5420457,P41143,0.7324,0.7324
P41143_CHEMBL5419838,P41143,0.771,0.771
P41143_CHEMBL5417637,P41143,0.79,0.79
P41143_CHEMBL5431128,P41143,0.79,0.79
P41143_CHEMBL5429587,P41143,0.771,0.771
P41143_CHEMBL5405800,P41143,0.7681,0.7681
P41143_CHEMBL5424642,P41143,0.7617,0.7617
P41143_CHEMBL5396504,P41143,0.7529,0.7529
P41143_CHEMBL5425108,P41143,0.7681,0.7681
P41143_CHEMBL5417814,P41143,0.7324,0.7324
P41143_CHEMBL5424438,P41143,0.771,0.771
P41143_CHEMBL5426766,P41143,0.79,0.79
P41143_CHEMBL5415668,P41143,0.79,0.79
P41143_CHEMBL5434721,P41143,0.75,0.75
P41143_CHEMBL5423403,P41143,0.75,0.75
P41145_CHEMBL5402380,P41145,0.6885,0.6885
P41145_CHEMBL5412738,P41145,0.5,0.5229
P41145_CHEMBL5428706,P41145,0.8218,0.8218
P41145_CHEMBL5426627,P41145,0.6875,0.6875
P41145_CHEMBL5404274,P41145,0.5474,0.5474
P41145_CHEMBL5405339,P41145,0.5688,0.5688
P41145_CHEMBL5416582,P41145,0.5864,0.5864
P41145_CHEMBL5415010,P41145,0.4915,0.4915
P41145_CHEMBL5394355,P41145,0.4285,0.4358
P41145_CHEMBL5423260,P41145,0.4915,0.4915
P41145_CHEMBL5403724,P41145,0.5742,0.5742
P41145_CHEMBL5418013,P41145,0.4944,0.6187
P41145_CHEMBL5428920,P41145,0.5454,0.5454
P41145_CHEMBL5405248,P41145,0.5,0.5
P41145_CHEMBL5419235,P41145,0.4666,0.4856
P41145_CHEMBL5433205,P41145,0.3501,0.5093
P41145_CHEMBL5440141,P41145,0.3457,0.5518
P41145_CHEMBL5405049,P41145,0.365,0.5166
P41145_CHEMBL5439837,P41145,0.3623,0.5347
P41145_CHEMBL5398392,P41145,0.3181,0.4912
P41145_CHEMBL5419716,P41145,0.365,0.5244
P41145_CHEMBL5424523,P41145,0.3416,0.5425
P41145_CHEMBL5417743,P41145,0.397,0.6479
P41145_CHEMBL5437720,P41145,0.2991,0.5254
P41145_CHEMBL5403335,P41145,0.3579,0.5322
P41145_CHEMBL5416937,P41145,0.3411,0.4614
P41145_CHEMBL5405776,P41145,0.3289,0.4558
P41145_CHEMBL5425679,P41145,0.3293,0.4644
P41145_CHEMBL5429995,P41145,0.3418,0.5688
P41145_CHEMBL5426289,P41145,0.3374,0.5591
P41145_CHEMBL5397467,P41145,0.48,0.6665
P41145_CHEMBL5401204,P41145,0.8335,0.8335
P41145_CHEMBL5419132,P41145,0.75,0.8115
P41145_CHEMBL5409958,P41145,0.4399,0.6611
P42330_CHEMBL5403375,P42330,1.0,1.0
P42330_CHEMBL5409789,P42330,1.0,1.0
P42330_CHEMBL5393766,P42330,0.646,0.6938
P42330_CHEMBL5426283,P42330,0.7178,0.7998
P42330_CHEMBL5406588,P42330,0.6738,0.7441
P42330_CHEMBL5413682,P42330,0.646,0.7109
P42330_CHEMBL5404373,P42330,0.6958,0.6958
P42330_CHEMBL5398882,P42330,0.6089,0.6328
P42330_CHEMBL5418560,P42330,0.7437,0.7437
P42330_CHEMBL5409918,P42330,1.0,1.0
P42330_CHEMBL5411983,P42330,0.7549,0.7549
P42330_CHEMBL5395406,P42330,0.5918,0.6382
P42330_CHEMBL5419024,P42330,1.0,1.0
P42330_CHEMBL5406928,P42330,0.7046,0.7046
P42330_CHEMBL5436517,P42330,0.7236,1.0
P42330_CHEMBL5416628,P42330,0.7661,0.7661
P42330_CHEMBL5421222,P42330,1.0,1.0
P42330_CHEMBL5422601,P42330,1.0,1.0
P42330_CHEMBL5428274,P42330,1.0,1.0
P42330_CHEMBL5439918,P42330,0.7842,0.7842
P42330_CHEMBL5396002,P42330,1.0,1.0
P42330_CHEMBL5405863,P42330,0.6729,0.7598
P42330_CHEMBL5431359,P42330,0.7046,0.7046
P42330_CHEMBL5423363,P42330,0.6548,0.6548
