compound_id,uniprot,affinity,ex_label,fl_label,sim_union
P35372_CHEMBL5407747,P35372,5.84,,,0.5845
P35372_CHEMBL5425944,P35372,5.76,,,0.5229
P35372_CHEMBL5413807,P35372,6.78,,,0.4788
P35372_CHEMBL5429207,P35372,5.78,,,0.4644
P35372_CHEMBL5423250,P35372,5.79,,,0.4324
P35372_CHEMBL5400356,P35372,5.68,,,0.4775
P35372_CHEMBL5401204,P35372,8.46,,,0.8335
P35408_CHEMBL5436396,P35408,8.68,,,0.5659
P35408_CHEMBL5429723,P35408,8.12,,,0.4666
P35408_CHEMBL5414713,P35408,5.0,,,0.5933
P35408_CHEMBL5426459,P35408,8.36,,,0.5537
P35408_CHEMBL5416297,P35408,8.19,,,0.5083
P35408_CHEMBL5408721,P35408,8.68,,,0.5625
P35408_CHEMBL5395204,P35408,8.14,,,0.6875
P35408_CHEMBL5421486,P35408,7.23,,,0.5688
P35408_CHEMBL5437320,P35408,5.0,,,0.6118
P35408_CHEMBL5430051,P35408,7.92,,,0.6143
P35408_CHEMBL5405516,P35408,7.72,,,0.7017
P35408_CHEMBL5407123,P35408,6.16,,,0.6924
P35408_CHEMBL5433739,P35408,6.25,,,0.5068
P35408_CHEMBL5435929,P35408,7.34,,,0.5151
P35408_CHEMBL5426990,P35408,7.09,,,0.5151
P35408_CHEMBL5427471,P35408,7.24,,,0.4917
P35408_CHEMBL5394316,P35408,8.27,,,0.6924
P35408_CHEMBL5431483,P35408,7.96,,,0.6348
P35408_CHEMBL5419736,P35408,7.3,,,0.6772
P35408_CHEMBL5413066,P35408,8.37,,,0.5601
P35408_CHEMBL5427264,P35408,7.89,,,0.603
P35408_CHEMBL5410514,P35408,8.38,,,0.5894
P35408_CHEMBL5430749,P35408,7.22,,,0.5229
P35408_CHEMBL5426152,P35408,7.82,,,0.4492
P35408_CHEMBL5402258,P35408,8.16,,,0.6284
P35408_CHEMBL5434593,P35408,5.63,,,0.5371
P35408_CHEMBL5401228,P35408,8.0,,,0.5674
P35408_CHEMBL5411028,P35408,8.24,,,0.5674
P35408_CHEMBL5411223,P35408,6.13,,,0.5
P35408_CHEMBL5401935,P35408,7.66,,,0.5264
P35408_CHEMBL5408723,P35408,7.1,,,0.5
P35408_CHEMBL5414398,P35408,7.16,,,0.5249
P35408_CHEMBL5394484,P35408,8.74,,,0.5171
P35408_CHEMBL5428393,P35408,8.7,,,0.5088
P35408_CHEMBL5427544,P35408,8.77,,,0.5356
P35408_CHEMBL5402938,P35408,8.43,,,0.5635
P35408_CHEMBL5393749,P35408,7.79,,,0.5371
P35408_CHEMBL5426943,P35408,8.15,,,0.5688
P35408_CHEMBL5427672,P35408,8.7,,,0.5293
P35408_CHEMBL5433721,P35408,7.89,,,0.541
P35408_CHEMBL5395138,P35408,8.16,,,0.585
P35408_CHEMBL5435216,P35408,7.77,,,0.5142
P35408_CHEMBL5417603,P35408,7.17,,,0.6172
P35408_CHEMBL5438025,P35408,5.0,,,0.6313
P35408_CHEMBL5436556,P35408,5.0,,,0.7021
P35408_CHEMBL5407788,P35408,5.0,,,0.7085
P35408_CHEMBL5427584,P35408,5.0,,,0.5269
P35408_CHEMBL5403528,P35408,5.0,,,0.7271
P35408_CHEMBL5426457,P35408,5.0,,,0.7061
P35408_CHEMBL5405242,P35408,5.0,,,0.5635
P35408_CHEMBL5411952,P35408,5.0,,,0.6592
P35408_CHEMBL5424332,P35408,5.51,,,0.5576
P35408_CHEMBL5399302,P35408,5.0,,,0.5332
P35408_CHEMBL5397734,P35408,5.0,,,0.5186
P35462_CHEMBL5399833,P35462,7.41,,,0.6089
P35462_CHEMBL5415691,P35462,7.66,,,0.4658
P35462_CHEMBL5413237,P35462,5.57,,,0.3896
P35462_CHEMBL5407845,P35462,5.93,,,0.4658
P35462_CHEMBL5420515,P35462,5.67,,,0.8623
P35462_CHEMBL5394838,P35462,6.12,,,0.8125
P35462_CHEMBL5410716,P35462,7.58,,,0.8623
P35462_CHEMBL5439212,P35462,7.05,,,0.8306
P35462_CHEMBL5399422,P35462,6.57,,,0.8623
P35462_CHEMBL5414499,P35462,6.28,,,0.877
P35462_CHEMBL5437148,P35462,6.56,,,0.8931
P35462_CHEMBL5399933,P35462,6.26,,,0.8931
P35462_CHEMBL5409939,P35462,6.03,,,0.8599
P35462_CHEMBL5399568,P35462,7.48,,,0.8599
P35462_CHEMBL5425375,P35462,5.98,,,0.8569
P35462_CHEMBL5399166,P35462,7.29,,,0.8569
P35462_CHEMBL5402269,P35462,6.05,,,0.8911
P35462_CHEMBL5420387,P35462,6.38,,,0.8032
P35462_CHEMBL5410387,P35462,7.34,,,0.8545
P35462_CHEMBL5395272,P35462,5.73,,,0.8213
P35462_CHEMBL5438487,P35462,5.58,,,0.8867
P35462_CHEMBL5396616,P35462,6.58,,,0.7964
P35462_CHEMBL5433001,P35462,7.4,,,0.8491
P35462_CHEMBL5427065,P35462,8.99,,,0.4595
P35462_CHEMBL5424241,P35462,7.41,,,0.6362
P35462_CHEMBL5409755,P35462,9.11,,,0.5781
P35462_CHEMBL5421925,P35462,8.88,,,0.5479
P35462_CHEMBL5415846,P35462,9.54,,,0.8213
P35462_CHEMBL5404807,P35462,9.54,,,0.5332
P35462_CHEMBL5425134,P35462,9.74,,,0.7002
P35462_CHEMBL5440422,P35462,9.24,,,0.6055
P35462_CHEMBL5410159,P35462,5.49,,,0.5
P35462_CHEMBL5409322,P35462,6.01,,,0.5874
P35462_CHEMBL5421714,P35462,7.9,,,0.6709
P35462_CHEMBL5436551,P35462,5.63,,,0.491
P35462_CHEMBL5436957,P35462,8.73,,,0.623
P35462_CHEMBL5420316,P35462,7.53,,,0.5557
P35462_CHEMBL5426620,P35462,7.29,,,0.5737
P35462_CHEMBL5402212,P35462,8.62,,,0.644
P35462_CHEMBL5433284,P35462,9.68,,,0.8184
P35462_CHEMBL5399129,P35462,7.73,,,0.4929
P35462_CHEMBL5421827,P35462,7.56,,,0.5161
P35462_CHEMBL5422870,P35462,7.07,,,0.6484
P35462_CHEMBL5428803,P35462,7.07,,,0.7778
P35462_CHEMBL5403204,P35462,6.92,,,0.6523
P35462_CHEMBL5439853,P35462,7.04,,,0.6416
P35462_CHEMBL5407341,P35462,7.18,,,0.7051
P35462_CHEMBL5417643,P35462,5.96,,,0.4919
P35462_CHEMBL5416644,P35462,7.12,,,0.7881
P35462_CHEMBL5411404,P35462,7.62,,,0.6982
P35462_CHEMBL5421272,P35462,7.14,,,0.625
P35462_CHEMBL5433509,P35462,6.82,,,0.6514
P35462_CHEMBL5438205,P35462,7.0,,,0.6416
P35462_CHEMBL5412718,P35462,7.21,,,0.6387
P35462_CHEMBL5405333,P35462,6.43,,,0.7539
P35462_CHEMBL5396317,P35462,6.72,,,0.6665
P35462_CHEMBL5427937,P35462,7.05,,,0.7778
P35462_CHEMBL5395187,P35462,7.0,,,0.7778
P35462_CHEMBL5405086,P35462,6.68,,,0.791
P35462_CHEMBL5425252,P35462,6.57,,,0.7798
P35462_CHEMBL5415335,P35462,7.66,,,0.8823
P35462_CHEMBL5394431,P35462,7.54,,,0.6885
P35462_CHEMBL5431474,P35462,7.58,,,0.8335
P35462_CHEMBL5416728,P35462,7.16,,,0.6982
P35462_CHEMBL5410179,P35462,7.47,,,0.7095
P35462_CHEMBL5436809,P35462,7.64,,,0.6875
P35462_CHEMBL5400232,P35462,7.24,,,0.772
P35462_CHEMBL5418730,P35462,6.59,,,0.4827
P35462_CHEMBL5407747,P35462,7.01,,,0.5845
P35462_CHEMBL5425944,P35462,6.66,,,0.5229
P35462_CHEMBL5413807,P35462,6.13,,,0.4788
P35462_CHEMBL5429207,P35462,6.05,,,0.4644
P35462_CHEMBL5423250,P35462,6.54,,,0.4324
P35462_CHEMBL5400356,P35462,6.51,,,0.4775
P35462_CHEMBL5417351,P35462,9.59,,,0.8076
P35462_CHEMBL5395965,P35462,9.51,,,0.6567
P35462_CHEMBL5398100,P35462,9.44,,,0.6177
P35462_CHEMBL5429048,P35462,9.23,,,0.7344
P35462_CHEMBL5429826,P35462,9.18,,,0.7222
P36544_CHEMBL5435510,P36544,6.54,,,0.6855
P36544_CHEMBL5428848,P36544,5.59,,,0.7588
P36544_CHEMBL5428298,P36544,6.62,,,0.6943
P36544_CHEMBL5401803,P36544,6.99,,,0.8989
P36544_CHEMBL5417751,P36544,5.73,,,0.5581
P36544_CHEMBL5409285,P36544,5.72,,,0.4897
P36544_CHEMBL5423336,P36544,7.09,,,0.561
P36544_CHEMBL5400651,P36544,6.35,,,0.5532
P36544_CHEMBL5415482,P36544,5.51,,,0.5229
P36544_CHEMBL5435415,P36544,6.89,,,0.6855
P36544_CHEMBL5433741,P36544,7.47,,,0.7441
P36544_CHEMBL5416962,P36544,5.75,,,0.5908
P36544_CHEMBL5403618,P36544,6.62,,,0.7251
P36544_CHEMBL5428774,P36544,6.14,,,0.75
P36544_CHEMBL5415576,P36544,5.88,,,0.6924
P36544_CHEMBL5407945,P36544,6.47,,,0.75
P36544_CHEMBL5395819,P36544,6.45,,,0.8335
P36544_CHEMBL5412463,P36544,6.0,,,0.7632
P36544_CHEMBL5425014,P36544,5.99,,,0.7251
P36544_CHEMBL5406306,P36544,5.82,,,0.6743
P36544_CHEMBL5418191,P36544,6.24,,,0.7437
P36544_CHEMBL5415738,P36544,6.21,,,0.7803
P36544_CHEMBL5416363,P36544,5.87,,,0.6904
P36544_CHEMBL5396300,P36544,6.28,,,0.7251
P36544_CHEMBL5408237,P36544,5.26,,,0.6313
P36544_CHEMBL5415788,P36544,6.18,,,0.6484
P36544_CHEMBL5436520,P36544,6.6,,,0.5747
P36544_CHEMBL5399641,P36544,5.78,,,0.7271
P36544_CHEMBL5432840,P36544,5.58,,,0.6313
P36544_CHEMBL5396579,P36544,4.59,,,0.5957
P36544_CHEMBL5415255,P36544,6.0,,,0.6484
P36544_CHEMBL5440131,P36544,4.46,4.46,4.46,0.8335
P36544_CHEMBL5393773,P36544,5.97,,,0.4695
P37231_CHEMBL5403200,P37231,4.76,,,0.7827
P37231_CHEMBL5421425,P37231,5.21,,,0.6714
P37231_CHEMBL5407583,P37231,5.01,,,0.6616
P37231_CHEMBL5406591,P37231,5.72,,,0.6714
P37231_CHEMBL5406898,P37231,5.8,,,0.5693
P37231_CHEMBL5408470,P37231,4.86,,,0.7119
P37231_CHEMBL5397940,P37231,5.33,,,0.7119
P37231_CHEMBL5427431,P37231,5.92,,,0.8643
P37231_CHEMBL5439812,P37231,5.21,,,0.7383
P37231_CHEMBL5432530,P37231,5.26,,,0.5835
P37231_CHEMBL5431536,P37231,5.62,,,0.7383
P37231_CHEMBL5429976,P37231,5.82,,,0.627
P37231_CHEMBL5395286,P37231,5.64,,,0.5972
P37231_CHEMBL5427888,P37231,5.08,,,0.7539
P37231_CHEMBL5431290,P37231,5.51,,,0.7539
P37231_CHEMBL5429911,P37231,5.8,,,0.6416
P41143_CHEMBL5427274,P41143,7.51,,,0.7324
P41143_CHEMBL5399596,P41143,8.29,,,0.7324
P41143_CHEMBL5434134,P41143,7.09,,,0.7803
P41143_CHEMBL5432205,P41143,7.96,,,0.7803
P41143_CHEMBL5426012,P41143,6.15,,,0.5791
P41143_CHEMBL5404274,P41143,6.81,,,0.5474
P41143_CHEMBL5405339,P41143,6.63,,,0.5688
P41143_CHEMBL5415010,P41143,5.77,,,0.4915
P41143_CHEMBL5423260,P41143,6.0,,,0.4915
P41143_CHEMBL5405519,P41143,7.7,,,0.75
P41143_CHEMBL5403273,P41143,7.59,,,0.75
P41143_CHEMBL5432317,P41143,7.55,,,0.7681
P41143_CHEMBL5411900,P41143,7.86,,,0.7681
P41143_CHEMBL5432174,P41143,7.8,,,0.79
P41143_CHEMBL5432371,P41143,7.72,,,0.79
P41143_CHEMBL5416619,P41143,7.59,,,0.75
P41143_CHEMBL5425838,P41143,7.91,,,0.75
P41143_CHEMBL5438077,P41143,7.92,,,0.7617
P41143_CHEMBL5427896,P41143,7.97,,,0.7617
P41143_CHEMBL5426498,P41143,6.31,,,0.4221
P41143_CHEMBL5401204,P41143,6.14,,,0.8335
P41143_CHEMBL5434911,P41143,7.31,,,0.771
P41143_CHEMBL5401578,P41143,7.93,,,0.7681
P41143_CHEMBL5398970,P41143,8.01,,,0.7617
P41143_CHEMBL5406491,P41143,7.19,,,0.7529
P41143_CHEMBL5440937,P41143,8.35,,,0.7681
P41143_CHEMBL5420457,P41143,7.59,,,0.7324
P41143_CHEMBL5419838,P41143,7.62,,,0.771
P41143_CHEMBL5417637,P41143,8.52,,,0.79
P41143_CHEMBL5431128,P41143,8.62,,,0.79
P41143_CHEMBL5429587,P41143,7.82,,,0.771
P41143_CHEMBL5405800,P41143,7.72,,,0.7681
P41143_CHEMBL5424642,P41143,5.55,,,0.7617
P41143_CHEMBL5396504,P41143,7.73,,,0.7529
P41143_CHEMBL5425108,P41143,7.43,,,0.7681
P41143_CHEMBL5417814,P41143,7.67,,,0.7324
P41143_CHEMBL5424438,P41143,8.27,,,0.771
P41143_CHEMBL5426766,P41143,8.17,,,0.79
P41143_CHEMBL5415668,P41143,8.74,,,0.79
P41143_CHEMBL5434721,P41143,7.62,,,0.75
P41143_CHEMBL5423403,P41143,7.92,,,0.75
P41145_CHEMBL5402380,P41145,8.6,,,0.6885
P41145_CHEMBL5412738,P41145,6.75,,,0.5229
P41145_CHEMBL5428706,P41145,9.49,,,0.8218
P41145_CHEMBL5426627,P41145,10.1,,,0.6875
P41145_CHEMBL5404274,P41145,7.29,,,0.5474
P41145_CHEMBL5405339,P41145,7.6,,,0.5688
P41145_CHEMBL5416582,P41145,7.51,,,0.5864
P41145_CHEMBL5415010,P41145,7.49,,,0.4915
P41145_CHEMBL5394355,P41145,6.6,,,0.4358
P41145_CHEMBL5423260,P41145,7.68,,,0.4915
P41145_CHEMBL5403724,P41145,7.14,,,0.5742
P41145_CHEMBL5418013,P41145,9.62,,,0.6187
P41145_CHEMBL5428920,P41145,9.55,,,0.5454
P41145_CHEMBL5405248,P41145,9.37,,,0.5
P41145_CHEMBL5419235,P41145,6.39,,,0.4856
P41145_CHEMBL5433205,P41145,6.91,,,0.5093
P41145_CHEMBL5440141,P41145,6.72,,,0.5518
P41145_CHEMBL5405049,P41145,5.91,,,0.5166
P41145_CHEMBL5439837,P41145,6.59,,,0.5347
P41145_CHEMBL5398392,P41145,6.12,,,0.4912
P41145_CHEMBL5419716,P41145,6.1,,,0.5244
P41145_CHEMBL5424523,P41145,6.56,,,0.5425
P41145_CHEMBL5417743,P41145,5.66,,,0.6479
P41145_CHEMBL5437720,P41145,5.38,,,0.5254
P41145_CHEMBL5403335,P41145,6.29,,,0.5322
P41145_CHEMBL5416937,P41145,5.84,,,0.4614
P41145_CHEMBL5405776,P41145,5.16,,,0.4558
P41145_CHEMBL5425679,P41145,5.29,,,0.4644
P41145_CHEMBL5429995,P41145,6.22,,,0.5688
P41145_CHEMBL5426289,P41145,6.03,,,0.5591
P41145_CHEMBL5397467,P41145,5.72,,,0.6665
P41145_CHEMBL5401204,P41145,8.46,,,0.8335
P41145_CHEMBL5419132,P41145,8.92,,,0.8115
P41145_CHEMBL5409958,P41145,5.75,,,0.6611
P42330_CHEMBL5403375,P42330,6.96,6.96,7.029999999999999,0.7646
P42330_CHEMBL5409789,P42330,7.1,7.1,7.029999999999999,0.7646
P42330_CHEMBL5393766,P42330,7.52,,,0.5815
P42330_CHEMBL5426283,P42330,6.07,,,0.7998
P42330_CHEMBL5406588,P42330,7.7,,,0.5625
P42330_CHEMBL5413682,P42330,7.82,,,0.54
P42330_CHEMBL5404373,P42330,7.0,,,0.5713
P42330_CHEMBL5398882,P42330,6.58,,,0.6089
P42330_CHEMBL5418560,P42330,6.27,,,0.7437
P42330_CHEMBL5409918,P42330,7.1,7.1,7.1,0.7271
P42330_CHEMBL5411983,P42330,5.57,,,0.7549
P42330_CHEMBL5395406,P42330,7.52,,,0.6382
P42330_CHEMBL5419024,P42330,6.96,6.96,6.96,0.4807
P42330_CHEMBL5406928,P42330,6.92,,,0.6831
P42330_CHEMBL5436517,P42330,7.76,,,0.5415
P42330_CHEMBL5416628,P42330,6.33,,,0.4912
P42330_CHEMBL5421222,P42330,8.54,8.54,8.54,0.5
P42330_CHEMBL5422601,P42330,7.22,7.22,7.22,0.4902
P42330_CHEMBL5428274,P42330,7.0,7.0,7.0,0.491
P42330_CHEMBL5439918,P42330,7.05,,,0.4385
P42330_CHEMBL5396002,P42330,7.1,7.1,7.1,0.5356
P42330_CHEMBL5405863,P42330,7.4,,,0.6597
P42330_CHEMBL5431359,P42330,6.14,,,0.7046
P42330_CHEMBL5423363,P42330,6.82,,,0.4333
P42330_CHEMBL5427755,P42330,6.85,6.85,6.85,0.468
P42330_CHEMBL5436664,P42330,7.4,7.4,7.4,0.4517
P42330_CHEMBL5427069,P42330,6.92,,,0.6152
P42330_CHEMBL5437831,P42330,7.71,7.71,7.71,0.4424
P42330_CHEMBL5401215,P42330,7.22,,,0.5771
P42330_CHEMBL5408142,P42330,6.89,6.89,6.89,0.4561
P42330_CHEMBL5405175,P42330,6.96,,,1.0
P42330_CHEMBL5412756,P42330,8.42,,,0.4231
P42330_CHEMBL5401567,P42330,6.92,,,0.491
P42330_CHEMBL5435345,P42330,6.58,6.58,6.58,0.459
P42330_CHEMBL5411601,P42330,6.72,,,0.6548
P42330_CHEMBL5425839,P42330,6.7,,,0.5615
P42330_CHEMBL5409615,P42330,7.87,,,0.5625
P42330_CHEMBL5434084,P42330,6.96,,,0.7046
P42330_CHEMBL5426142,P42330,7.22,,,0.6743
P42330_CHEMBL5397312,P42330,6.82,,,0.5293
P42330_CHEMBL5419252,P42330,5.71,,,0.6743
P42330_CHEMBL5436866,P42330,5.91,,,0.6748
P42330_CHEMBL5421383,P42330,6.77,,,0.6724
P42330_CHEMBL5431806,P42330,6.38,,,0.8105
P42330_CHEMBL5407337,P42330,7.12,,,0.6611
P42330_CHEMBL5422118,P42330,7.43,,,0.7998
P42330_CHEMBL5412169,P42330,6.67,6.67,6.67,0.7964
P42330_CHEMBL5423738,P42330,7.42,7.42,7.42,0.6719
P42330_CHEMBL5434454,P42330,7.94,,,0.7856
P42330_CHEMBL5395625,P42330,7.61,,,0.7002
P42330_CHEMBL5397522,P42330,6.57,6.57,6.57,0.5898
P42330_CHEMBL5430302,P42330,7.22,7.22,7.22,0.6382
P42330_CHEMBL5401700,P42330,7.05,7.05,7.05,0.7251
P42330_CHEMBL5439018,P42330,7.88,7.88,7.88,0.6191
P42330_CHEMBL5403302,P42330,6.03,,,0.6313
P42330_CHEMBL5425327,P42330,6.72,,,0.6831
P42330_CHEMBL5422070,P42330,7.85,,,0.7559
P42330_CHEMBL5427727,P42330,6.0,,,0.8149
P42330_CHEMBL5430200,P42330,7.63,,,0.6553
P42330_CHEMBL5399095,P42330,6.74,,,0.6841
P42330_CHEMBL5438808,P42330,5.85,,,0.5894
P42330_CHEMBL5432550,P42330,7.3,,,0.6665
P42330_CHEMBL5422271,P42330,6.85,,,0.5625
P42330_CHEMBL5402185,P42330,7.05,,,0.6431
P42330_CHEMBL5438117,P42330,6.77,6.77,6.77,0.6104
P42330_CHEMBL5427049,P42330,6.72,,,0.6206
P42330_CHEMBL5403238,P42330,6.7,,,0.6104
P42330_CHEMBL5407493,P42330,7.0,,,0.7061
P42330_CHEMBL5402839,P42330,6.48,6.48,6.48,0.5225
P42330_CHEMBL5412889,P42330,7.22,,,0.6431
P42330_CHEMBL5437220,P42330,7.22,,,0.6431
P42330_CHEMBL5397612,P42330,6.89,,,0.6001
P42330_CHEMBL5427873,P42330,7.03,,,0.6226
P42330_CHEMBL5411768,P42330,6.96,6.96,6.96,0.5806
P42330_CHEMBL5408158,P42330,6.96,,,0.5806
P42330_CHEMBL5440460,P42330,7.0,,,0.6104
P42330_CHEMBL5408308,P42330,6.96,,,0.5537
P42330_CHEMBL5401206,P42330,7.03,7.03,7.03,0.5903
P42330_CHEMBL5417484,P42330,7.3,,,0.6104
P42330_CHEMBL5411357,P42330,7.4,,,0.6792
P42330_CHEMBL5405662,P42330,7.16,,,0.6104
P42330_CHEMBL5424035,P42330,6.06,,,0.6489
P42330_CHEMBL5410143,P42330,5.57,,,0.6001
P42330_CHEMBL5436263,P42330,6.77,,,0.5386
P42330_CHEMBL5397146,P42330,6.4,,,0.5518
P42330_CHEMBL5417285,P42330,4.55,,,0.5713
P42330_CHEMBL5441078,P42330,6.3,6.3,6.3,0.6001
P42330_CHEMBL5412832,P42330,6.75,6.75,6.75,0.6431
P42330_CHEMBL5403464,P42330,6.7,,,0.793
P42330_CHEMBL5439765,P42330,7.09,,,0.645
P42330_CHEMBL5427074,P42330,6.71,,,0.6611
P42330_CHEMBL5405458,P42330,6.73,,,0.793
P42330_CHEMBL5437111,P42330,7.02,,,0.645
P42330_CHEMBL5396688,P42330,7.14,,,0.6611
P42330_CHEMBL5415646,P42330,6.49,,,0.7334
P42330_CHEMBL5408394,P42330,7.12,,,0.5942
P42330_CHEMBL5434555,P42330,6.79,,,0.6191
P42330_CHEMBL5398653,P42330,7.97,7.97,7.97,0.8047
P42330_CHEMBL5436838,P42330,6.82,,,0.6665
P42336_CHEMBL5406770,P42336,5.25,,,0.6968
P42336_CHEMBL5439362,P42336,5.61,,,0.6704
P42336_CHEMBL5396795,P42336,5.44,,,0.6924
P42336_CHEMBL5410207,P42336,6.7,,,0.4675
P42336_CHEMBL5409119,P42336,8.89,8.89,8.89,0.6528
P42336_CHEMBL5440155,P42336,8.96,8.96,8.96,0.6377
P42336_CHEMBL5398799,P42336,7.42,7.42,7.42,0.6797
P42336_CHEMBL5431031,P42336,7.77,7.77,7.77,0.7119
P42336_CHEMBL5421377,P42336,7.68,7.68,7.68,0.6982
P42336_CHEMBL5436787,P42336,8.74,8.74,8.74,0.6714
P42336_CHEMBL5432847,P42336,8.85,8.85,8.85,0.6714
P42336_CHEMBL5408043,P42336,8.92,8.92,8.92,0.6914
P42336_CHEMBL5419087,P42336,8.57,8.57,8.57,0.6353
P42336_CHEMBL5407800,P42336,8.48,8.48,8.48,0.6187
P42336_CHEMBL5399382,P42336,7.47,7.47,7.47,0.6187
P42336_CHEMBL5403875,P42336,7.92,7.92,7.92,0.6104
P42336_CHEMBL5429468,P42336,8.6,8.6,8.6,0.6914
P42336_CHEMBL5428670,P42336,7.47,7.47,7.47,0.6914
P42336_CHEMBL5441102,P42336,6.92,6.92,6.92,0.6714
P42336_CHEMBL5408035,P42336,7.09,7.09,7.09,0.7017
P42336_CHEMBL5431418,P42336,9.1,9.1,9.1,0.6567
P42336_CHEMBL5410806,P42336,9.05,9.05,9.05,0.6567
P42336_CHEMBL5427579,P42336,8.85,8.85,8.85,0.647
P42336_CHEMBL5417620,P42336,8.6,8.6,8.6,0.6025
P42336_CHEMBL5419197,P42336,9.15,9.15,9.15,0.6768
P42336_CHEMBL5431690,P42336,8.85,8.85,8.85,0.625
P42336_CHEMBL5403052,P42336,8.8,8.8,8.8,0.6099
P42336_CHEMBL5417605,P42336,8.55,8.55,8.55,0.6099
P42336_CHEMBL5406079,P42336,8.29,8.29,8.29,0.6025
P42336_CHEMBL5400165,P42336,8.8,8.8,8.8,0.6768
P42336_CHEMBL5403409,P42336,7.2,7.2,7.2,0.6768
P42336_CHEMBL5396289,P42336,7.7,7.7,7.7,0.6753
P42336_CHEMBL5414482,P42336,7.38,7.38,7.38,0.6797
P42336_CHEMBL5425104,P42336,8.04,,,0.6797
P42336_CHEMBL5399051,P42336,7.54,7.54,7.54,0.6875
P42336_CHEMBL5426265,P42336,8.68,8.68,8.68,0.7031
P42336_CHEMBL5430177,P42336,7.75,,,0.791
P42336_CHEMBL5415741,P42336,8.28,,,0.791
P42336_CHEMBL5415865,P42336,9.0,9.0,9.0,0.7192
P42336_CHEMBL5417402,P42336,8.88,8.88,8.88,0.7109
P42336_CHEMBL5428411,P42336,8.94,8.94,8.94,0.7441
P42336_CHEMBL5428160,P42336,9.34,9.34,9.34,0.606
P42336_CHEMBL5409142,P42336,9.62,9.62,9.62,0.728
P42336_CHEMBL5401298,P42336,9.8,9.8,9.8,0.6924
P42336_CHEMBL5440536,P42336,9.19,9.19,9.19,0.6343
P42336_CHEMBL5432324,P42336,8.96,8.96,8.96,0.6333
P42336_CHEMBL5400439,P42336,9.96,9.96,9.96,0.7974
P42336_CHEMBL5413309,P42336,9.8,9.8,9.8,0.7295
P42336_CHEMBL5415726,P42336,9.77,9.77,9.77,0.8047
P42336_CHEMBL5422635,P42336,10.1,10.1,10.1,0.8071
P42336_CHEMBL5431325,P42336,9.62,9.62,9.62,0.6201
P42336_CHEMBL5398514,P42336,8.28,8.28,8.28,0.7603
P42336_CHEMBL5405706,P42336,7.95,7.95,7.95,0.8042
P42336_CHEMBL5403717,P42336,8.14,8.14,8.14,0.8555
P42336_CHEMBL5421477,P42336,7.98,7.98,7.98,0.8022
P42336_CHEMBL5407573,P42336,8.13,8.13,8.13,0.8716
P42336_CHEMBL5401801,P42336,8.04,8.04,8.04,0.8623
P42336_CHEMBL5405623,P42336,7.44,7.44,7.44,0.8267
P42336_CHEMBL5402186,P42336,8.18,8.18,8.18,0.6548
P42336_CHEMBL5394535,P42336,7.95,7.95,7.95,0.8066
P42336_CHEMBL5429174,P42336,8.12,8.12,8.12,0.854
P42336_CHEMBL5407812,P42336,7.4,,,0.5415
P42336_CHEMBL5417926,P42336,7.7,,,0.5508
P42336_CHEMBL5425498,P42336,6.0,6.0,6.0,0.5288
P42336_CHEMBL5433100,P42336,5.99,,,0.8184
P42336_CHEMBL5396655,P42336,6.55,,,0.7759
P42336_CHEMBL5406219,P42336,7.17,,,0.7886
P42336_CHEMBL5426885,P42336,7.28,,,0.7456
P42336_CHEMBL5421875,P42336,7.54,,,0.8184
P42336_CHEMBL5396454,P42336,7.55,,,0.7759
P42336_CHEMBL5409346,P42336,6.5,,,0.4805
P42336_CHEMBL5397877,P42336,6.5,6.522878745280337,6.522878745280337,1.0
P42336_CHEMBL5425756,P42336,6.0,7.0,7.0,1.0
P42336_CHEMBL5420261,P42336,6.5,6.522878745280337,6.522878745280337,1.0
P42336_CHEMBL5414369,P42336,6.5,6.522878745280337,6.522878745280337,1.0
P42336_CHEMBL5413496,P42336,7.0,6.522878745280337,6.522878745280337,1.0
P42336_CHEMBL5410758,P42336,7.38,7.38,7.38,0.6465
P42336_CHEMBL5435973,P42336,7.25,7.25,7.25,0.6465
P42336_CHEMBL5418257,P42336,7.41,7.41,7.41,0.6387
P42336_CHEMBL5410409,P42336,6.85,6.85,6.85,0.6162
P42336_CHEMBL5400641,P42336,7.32,7.32,7.32,0.6626
P42336_CHEMBL5420057,P42336,7.89,7.89,7.89,0.6162
P42336_CHEMBL5406498,P42336,7.89,7.89,7.89,0.6235
P42336_CHEMBL5422044,P42336,8.09,8.09,8.09,0.6309
P42336_CHEMBL5438456,P42336,7.82,7.82,7.82,0.6387
P42336_CHEMBL5437417,P42336,6.77,6.77,6.77,0.6191
P42336_CHEMBL5432408,P42336,5.9,5.9,5.9,0.5908
P42336_CHEMBL5424200,P42336,7.4,,,0.5361
P42336_CHEMBL5420950,P42336,6.8,,,0.4707
P42336_CHEMBL5425386,P42336,6.9,,,0.4744
P42336_CHEMBL5426665,P42336,7.4,,,0.4431
P42336_CHEMBL5405376,P42336,7.0,,,0.4375
P42336_CHEMBL5396108,P42336,7.1,,,0.5396
P42336_CHEMBL5430685,P42336,7.5,,,0.5342
P42336_CHEMBL5419036,P42336,7.6,,,0.75
P42336_CHEMBL5431144,P42336,7.25,,,0.7959
P42336_CHEMBL5426327,P42336,6.9,,,0.75
P42336_CHEMBL5412575,P42336,5.73,,,0.6548
P42336_CHEMBL5430194,P42336,7.42,,,0.7451
